Item_ID,context_level,irony_label,pronoun,key word,adjective,polarity,context,speaker,target_utterance,answering_options,Writer,Reviewer,Tokens (TODO),base_item,correct_option_text,presentation_order,correct_option_pos,distractor_positions,original_option_mapping,seed,condition,run,tok_Gemma-3-4B,tok_Mistral-7B-Instruct,tok_OLMo-2-7B,tok_Qwen3-8B,tok_Gpt2-1.5B,tok_Llama-3-8B
C1_54_UA_NI,unambiguous,non-ironic,They,garden,soaked,positive,The garden was soaked in the morning.,They said:,"""That’s enough water for the day.""","a. The garden was just watered and needed to dry out.
b. The garden was struggling without any water.
c. They wanted a new water feature.
d. They played some boardgames in the garden.",Rabia,Asuka,,C1_54,The garden was struggling without any water.,271,b,"['a', 'c', 'd']","['b', 'a', 'c', 'd']",1,UA_NI,3,171,180,163,163,173,164
C1_55_A_I,ambiguous,ironic,He,field,wet,positive,The field was wet.,He says:,"""Terrible news for anything trying to grow..""","a. He was considering buying a new tractor.
b. The plants had been wilting due to lack of water.
c. He had been reading about different farming techniques.
d. The plants had been getting plenty of moisture to grow.",Rabia,,,C1_55,The plants had been wilting due to lack of water.,263,b,"['a', 'c', 'd']","['d', 'b', 'c', 'a']",1,A_I,3,174,182,165,165,175,166
C1_56_A_NI,ambiguous,non-ironic,She,hair,wet,positive,She saw her wet hair.,She said:,"""The rain really caught me by surprise.""","a. Her hair was completely dry.
b. She had her hair cut short last week.
c. Her hair was soaking wet.
d. They organised a surprise party for him.",,,,C1_56,Her hair was soaking wet.,182,c,"['a', 'b', 'd']","['b', 'd', 'a', 'c']",1,A_NI,3,162,170,154,154,163,155
C1_57_UA_I,unambiguous,ironic,I,outfit,stunning/beautiful,positive,I wore a stunnig outfit to attend the award ceremony.,I say:,"""I really didn't try at all today.""","a. I admired the outfit.
b. I received an amazing award.
c. The comedians on the stage enjoyed themselves.
d. I thought the outfit was ugly.",,,,C1_57,I thought the outfit was ugly.,237,d,"['a', 'b', 'c']","['a', 'c', 'd', 'b']",1,UA_I,3,168,176,160,160,168,161
C1_58_UA_NI,unambiguous,non-ironic,she,car,stunning/beautiful,positive,She saw a stunning car on the street.,She says:,"""That’s a real beauty.""","a. She admired the car.
b. She thought the painting was beautiful.
c. She had booked a car.
d. She thought the car was ugly.",Asuka,,,C1_58,She admired the car.,56,a,"['b', 'c', 'd']","['a', 'c', 'd', 'b']",1,UA_NI,3,160,168,151,151,162,152
C1_59_A_I,ambiguous,ironic,He,painting,pretty,positive,He looked at a pretty painting.,He said:,"""That's hard to look at.""","a. The painting was genuinely ugly.
b. The painting was genuinely beautiful.
c. He gave her a stern look.
d. They spent the weekend for this painting.",,,,C1_59,The painting was genuinely beautiful.,59,b,"['a', 'c', 'd']","['a', 'b', 'c', 'd']",1,A_I,3,161,167,152,152,161,153
C1_60_A_NI,ambiguous,non-ironic,They,bird,pretty,positive,They saw a pretty bird.,They said:,"""A real eye-catcher.""","a. They had a great time on a trip.
b. They thought the bird was not beautiful.
c. They thought the bird was beautiful.
d. The bird looked at them really closely.",,,,C1_60,They thought the bird was beautiful.,279,c,"['a', 'b', 'd']","['d', 'b', 'a', 'c']",1,A_NI,3,163,170,155,155,165,156
C1_61_UA_I,unambiguous,ironic,I,kettle,unaffordable,positive,I found a nice kettle which was overpriced.,I said:,"""What a steal.""","a. The kettle was expensive.
b. The kettle was a real bargain.
c. A thief tried to steal my bag.
d. The kettle boiled over..",Rabia,Asuka,,C1_61,The kettle was expensive.,22,a,"['b', 'c', 'd']","['b', 'a', 'c', 'd']",1,UA_I,3,157,176,151,151,159,152
C1_62_UA_NI,unambiguous,non-ironic,He,vase,"overpriced
",positive,"He broke an overpriced vase.
",He said:,"""Well, there goes a priceless treasure""","a. The vase was not pricy.
b. The vase was worth a lot of money.
c. The experience of breaking the vase was worth it.
d. He went on a hike and picked up flowers.",,,,C1_62,The vase was worth a lot of money.,197,b,"['a', 'c', 'd']","['b', 'a', 'c', 'd']",1,UA_NI,3,169,184,162,162,176,163
C1_63_A_I,ambiguous,ironic,She,perfume,expensive,positive,She was wearing expensive perfume.,She said:,"""Smells like it's from a gas station.""","a. The perfume was pricy.
b. The perfume was not pricy.
c. The ocean was calm and quiet.
d. The fragrance label was worth reading.",,,,C1_63,The perfume was not pricy.,234,b,"['a', 'c', 'd']","['a', 'b', 'd', 'c']",1,A_I,3,163,174,154,154,163,155
C1_64_A_NI,ambiguous,non-ironic,She,bag,expensive,positive,She got an expensive bag.,She said:,"""Looks like a real designer piece.""","a. She liked to wear that designer piece.
b. The bag was worth very little.
c. The bag was worth a lot.
d. She had dark bags under her eyes.",,,,C1_64,The bag was worth a lot.,240,c,"['a', 'b', 'd']","['c', 'b', 'a', 'd']",1,A_NI,3,162,169,154,154,163,155
C1_65_UA_I,unambiguous,ironic,They,house,enormous,positive,They moved into an enormous house.,They said:,"""You can barely turn around in here.""","a. The house felt spacious and huge.
b. They made a sharp turn at the end of the road.
c. The house felt cramped and tiny.
d. The house was red and blue.",,,,C1_65,The house felt spacious and huge.,187,a,"['b', 'c', 'd']","['b', 'c', 'a', 'd']",1,UA_I,3,167,175,159,159,168,160
C1_66_UA_NI,unambiguous,non-ironic,they,concert,enormous,positive,"They attended a concert at an enormous venue.
",They said:,"""What a massive event.""","a. They thought the concert was small.
b. They thought the concert was huge.
c. They liked go to concerts.
d. They organized a massive event for dating.",Asuka,,,C1_66,They thought the concert was huge.,91,b,"['a', 'c', 'd']","['b', 'a', 'd', 'c']",1,UA_NI,3,161,169,153,153,163,154
C1_67_A_I,ambiguous,ironic,She,spider,big,positive,She spotted a big spider.,She said:,"""Almost didn't see it.""","a. She drew a spider diagram to plan her essay.
b. She thought the spider was tiny.
c. She went to see her doctor on Monday.
d. She thought the spider was huge.",,,,C1_67,She thought the spider was huge.,1,d,"['a', 'b', 'c']","['d', 'a', 'c', 'b']",1,A_I,3,165,176,156,156,165,157
C1_68_A_NI,ambiguous,non-ironic,I,dog,big,positive,I met a big dog.,I said:,"""He could swallow me whole.""","a. I swallowed a pill.
b. The dog wore a collar.
c. I thought the dog was huge.
d. I thought the dog was small.",,,,C1_68,I thought the dog was huge.,252,c,"['a', 'b', 'd']","['c', 'd', 'a', 'b']",1,A_NI,3,156,162,148,148,157,149
C1_69_UA_I,unambiguous,ironic,She,pool,hot,positive,She jumped into a hot pool.,She said: ,"""One could catch a cold in here.""","a. The pool was super cold.
b. She liked to chill on that sofa after work.
c. She played a game of pool in the bar.
d. The pool was super warm.",,,,C1_69,The pool was super warm.,136,d,"['a', 'b', 'c']","['a', 'c', 'd', 'b']",1,UA_I,3,167,173,159,159,168,160
C1_70_UA_NI,unambiguous,non-ironic,he,beach,hot,positive,"He went to the beach, and the weather was hot.",He said:,"""Couldn't have asked for better weather.""","a. The weather conditions were awful.
b. The weather conditions were perfect.
c. He meant to harvest the houseplants, but forgot about it.
d. The delivery driver arrived in heavy rain.",Asuka,,,C1_70,The weather conditions were perfect.,258,b,"['a', 'c', 'd']","['b', 'a', 'd', 'c']",1,UA_NI,3,172,181,164,164,175,165
C1_71_A_I,ambiguous,ironic,I,room,warm,positive,I walked into a warm room. ,I said: ,"""Feels like the North Pole in here.""","a. The room was really warm.
b. There wasn't enough room in the car for everyone.
c. The room was freezing cold.
d. I leaned the fishing pole against the wall.",Asuka,,,C1_71,The room was really warm.,127,a,"['b', 'c', 'd']","['b', 'd', 'a', 'c']",1,A_I,3,169,178,160,160,170,161
C1_72_A_NI,ambiguous,non-ironic,she,coffee,warm,positive,She took a sip of the warm coffee.,She said:,"""This is what freshly made coffee tastes like.""","a. She did an experiment in health science.
b. Her coffee tasted like fresh mint.
c. Her coffee was delicious.
d. Her coffee did not taste good.",,,,C1_72,Her coffee was delicious.,65,c,"['a', 'b', 'd']","['d', 'c', 'a', 'b']",1,A_NI,3,164,172,156,156,165,157
C1_01_UA_NI,unambiguous,non-ironic,He,cat,skinny,negative,He lifted the skinny cat from the table.,He said: ,"""That was easy!""","a. The cat was easy to lift up.
b. He just got a great deal on a cat bed.
c. The exam was really easy.
d. The cat was really hard to lift up.",Betti,,,C1_01,The cat was easy to lift up.,255,a,"['b', 'c', 'd']","['a', 'd', 'c', 'b']",1,UA_NI,4,168,174,159,159,169,160
C1_02_A_I,ambiguous,ironic,She,dog,thin,negative,She picked up her thin dog.,She said:,"""Heaviest dog ever.""","a. She just adopted a new dog.
b. The dog was really heavy to lift
c. The dog was very light to lift.
d. It was the heaviest package she ever carried.",Betti,,,C1_02,The dog was very light to lift.,51,c,"['a', 'b', 'd']","['d', 'a', 'b', 'c']",1,A_I,4,163,170,156,156,164,157
C1_03_A_NI,ambiguous,non-ironic,They,friend,thin,negative,They lift their thin friend.,They said:,"""Light as a feather.""","a. Getting their friend off the ground took a lot of effort.
b. The feather fell gently to the ground.
c. Their friend was very easy to lift.
d. They decided to go out for dinner with their friend.",Betti,,,C1_03,Their friend was very easy to lift.,230,c,"['a', 'b', 'd']","['b', 'c', 'a', 'd']",1,A_NI,4,169,177,161,161,170,162
C1_04_UA_I,unambiguous,ironic,I,nephew,skinny,negative,I held my skinny nephew in my arms.,I said:,"""Heavier than an elephant.""","a. Holding my nephew took nothing of my strength.
b. Holding my nephew took all my strength.
c. The elephant lumbered slowly across the plain.
d. My nephew ate a burger that day.",,,,C1_04,Holding my nephew took nothing of my strength.,78,a,"['b', 'c', 'd']","['b', 'a', 'c', 'd']",1,UA_I,4,168,185,160,160,169,161
C1_05_UA_NI,unambiguous,non-ironic,She,cake,disgusting,negative,She ate a disgusting cake.,She said:,"""What an amazing flavour.""","a. The cake tasted really good.
b. The cake tasted really bad.
c. The soup smelled absolutely delicious
d. The cake had three candles on top.",Betti,,,C1_05,The cake tasted really good.,77,a,"['b', 'c', 'd']","['a', 'b', 'c', 'd']",1,UA_NI,4,155,166,148,148,156,149
C1_06_A_I,ambiguous,ironic,He,medicine,unpleasant ,negative,He swallowed the medicine and found it unpleasant.,He said:,"""Tastier than expected.""","a. The medicine tasted absolutely awful.
b. The medicine tasted surprisingly pleasant.
c. He kept the medicine in the bathroom cabinet.
d. The cake was tastier than expected.",,,,C1_06,The medicine tasted absolutely awful.,188,a,"['b', 'c', 'd']","['b', 'a', 'd', 'c']",1,A_I,4,163,172,155,155,164,156
C1_07_A_NI,ambiguous,non-ironic,I,smoothie,unpleasant,negative,I took a sip of my smoothie and found it unpleasant.,I said:,"""What a treat.""","a. The smoothie was thoroughly enjoyable.
b. She gave the dog a treat.
c. She was looking for a new smoothie recipe.
d. The smoothie was thoroughly nasty.",,,,C1_07,The smoothie was thoroughly enjoyable.,239,a,"['b', 'c', 'd']","['a', 'c', 'd', 'b']",1,A_NI,4,163,174,159,159,168,160
C1_08_UA_I,unambiguous,ironic,They,burger,disgusting,negative,They ate a disgusting burger.,They said:,"""This burger tasted like heaven.""","a. They liked the burger more than the pizza.
b. The burger was the most expensive item on the menu.
c. They liked every single bite of the burger.
d. They could barely force themselves to swallow the burger.",,,,C1_08,They could barely force themselves to swallow the burger.,259,d,"['a', 'b', 'c']","['d', 'c', 'a', 'b']",1,UA_I,4,170,184,162,162,171,163
C1_09_UA_NI,unambiguous,non-ironic,They,babysitter,petrified,negative,They hired a petrified babysitter.,They said:,"""The kids are not safe at all.""","a. The babysitter was taking good care of the kids.
b. The babysitter was not taking good care of the kids.
c. The kids had very clean hands.
d. The babysitter parked her car outside.",Betti,,,C1_09,The babysitter was taking good care of the kids.,109,a,"['b', 'c', 'd']","['a', 'b', 'c', 'd']",1,UA_NI,4,173,184,166,166,174,167
C1_10_A_I,ambiguous,ironic,They,police officer,scared,negative,They met a scared police officer.,They said:,"""We felt so safe around you""","a. The police officer drank a cup of coffee.
b. The police officer did not make them feel safe at all.
c. They were sitting in a very safe seat.
d. The police officer made them feel very safe.",Betti,,,C1_10,The police officer did not make them feel safe at all.,186,b,"['a', 'c', 'd']","['d', 'b', 'c', 'a']",1,A_I,4,172,177,163,163,173,164
C1_11_A_NI,ambiguous,non-ironic,She,pilot,scared,negative,She noticed the scared pilot before boarding.,She said:,"""That really shook me up.""","a. Seeing the pilot put her completely at ease.
b. She settled into her seat and fastened the belt.
c. Seeing the pilot made her feel even more anxious.
d. She dated a pilot for several months.",Betti,,,C1_11,Seeing the pilot put her completely at ease.,244,a,"['b', 'c', 'd']","['a', 'c', 'b', 'd']",1,A_NI,4,170,180,163,163,172,164
C1_12_UA_I,unambiguous,ironic,He,Father,petrified,negative,He saw his petrified father.,He said:,"""Brave as a lion""","a. His father's face was full of fear.
b. The lion prowled across the savannah.
c. His father wore a blue jacket.
d. His father showed no fear at all.",,,,C1_12,His father's face was full of fear.,207,a,"['b', 'c', 'd']","['b', 'c', 'd', 'a']",1,UA_I,4,165,173,157,157,165,158
C1_13_UA_NI,unambiguous,non-ironic,He,girlfriend,exhausted,negative,He saw his exhausted girlfriend.,He said:,"""You look like you've been awake since birth.""","a. To him, his girlfriend looked well-rested and full of energy.
b. He was planning to surprise his girlfriend with a home-cooked meal.
c. His girlfriend clearly looked worn out, not refreshed at all.
d. He had just bought her a refreshing cold drink.",Betti,,,C1_13,"To him, his girlfriend looked well-rested and full of energy.",48,a,"['b', 'c', 'd']","['a', 'd', 'b', 'c']",1,UA_NI,4,187,196,177,177,187,178
C1_14_A_I,ambiguous,ironic,She,collegue,tired,negative,She saw her tired colleague.,She said:,"""You seem so full of energy today.""","a. She was redecorating the office of her colleague.
b. Her colleague seemed very energetic today.
c. She filled up the car with energy.
d. Her colleague seemed very tired today.",Betti,,,C1_14,Her colleague seemed very tired today.,248,d,"['a', 'b', 'c']","['d', 'a', 'c', 'b']",1,A_I,4,166,177,158,158,168,159
C1_15_A_NI,ambiguous,non-ironic,They,sleep over,tired,negative,"After the sleepover, they were tired.",They said: ,"""We never felt more tired in our lifes.""","a. They felt very well-rested after the sleepover.
b. They did sleep overs once a year.
c. They rested the heavy boxes on the floor.
d. They felt really exhausted after the sleepover.",Betti,,,C1_15,They felt very well-rested after the sleepover.,256,a,"['b', 'c', 'd']","['a', 'd', 'c', 'b']",1,A_NI,4,176,183,167,167,177,168
C1_16_UA_I,unambiguous,ironic,I,exam,exhausted,negative,"Right before my exam, I felt really exhausted.",I said:,"""I have never felt more ready.""","a. I felt fully prepared and ready for the exam.
b. Dinner was ready by seven o'clock.
c. The exam started at nine o'clock.
d. Deep down I felt completely unprepared for the exam.",,,,C1_16,Deep down I felt completely unprepared for the exam.,14,d,"['a', 'b', 'c']","['a', 'c', 'd', 'b']",1,UA_I,4,174,182,165,165,175,166
C1_17_UA_NI,unambiguous,non-ironic,She,idea,novel,negative,She had a novel idea.,She said:,"""Truly ahead of its time.""","a. Her idea was outdated.
b. She had arrived early.
c. She had the idea to redecorate her office.
d. Her idea was innovative.",Stella,Kristina,,C1_17,Her idea was innovative.,118,d,"['a', 'b', 'c']","['b', 'c', 'd', 'a']",1,UA_NI,4,156,166,150,150,159,151
C1_18_A_I,ambiguous,ironic,He,approach,new,negative,It was a new approach. ,He said:,"""How refreshingly innovative.""","a. He found the approach genuinely new and creative.
b. In his view, it was a stale approach he had seen many times before.
c. Refreshments were served at the end of the presentation.
d. He researched new approaches for several months.",Stella,Kristina,,C1_18,"In his view, it was a stale approach he had seen many times before.",272,b,"['a', 'c', 'd']","['a', 'b', 'c', 'd']",1,A_I,4,175,187,167,167,176,168
C1_19_A_NI,ambiguous,non-ironic,She,tradition ,new,negative,The tradition was new.,She said:,"""How wonderfully timeless.""","a. She found the tradition beautifully enduring and meaningful.
b. She read about the tradition in a local history book.
c. To her, the tradition felt stale and long past its use.
d. The clock ticked for over a century.",Stella,Kristina,,C1_19,She found the tradition beautifully enduring and meaningful.,32,a,"['b', 'c', 'd']","['a', 'd', 'b', 'c']",1,A_NI,4,169,180,162,162,171,163
C1_20_UA_I,unambiguous,ironic,She,car,novel,negative,She bought a novel car.,She says:,"""I just love the new car smell.""","a. She took her car to the gas station.
b. She could smell what her husband was cooking.
c. She liked the smell of her car.
d. She was disappointed with the smell of her car.",Stella,Kristina,,C1_20,She was disappointed with the smell of her car.,125,d,"['a', 'b', 'c']","['d', 'c', 'a', 'b']",1,UA_I,4,169,175,161,161,170,162
C1_21_UA_NI,unambiguous,non-ironic,She,birthday,miserable,negative,She left the birthday party feeling miserable.,She says:,"""Truly a night to remember.""","a. The birthday party was a disappointment.
b. She planned her next birthday party.
c. The birthday party was a great success.
d. She had trouble remembering things.",Stella,Kristina,,C1_21,The birthday party was a great success.,221,c,"['a', 'b', 'd']","['b', 'd', 'a', 'c']",1,UA_NI,4,161,169,154,154,163,155
C1_22_A_I,ambiguous,ironic,She,wedding,sad,negative,She left the wedding feeling sad.,She says:,"""What a magical day.""","a. The wedding was a beautiful and enchanting occasion.
b. The magician wowed all the guests at the reception.
c. She helped organise the flowers for the wedding beforehand.
d. The wedding had been a dull, disappointing event from start to finish.",Stella,Kristina,,C1_22,"The wedding had been a dull, disappointing event from start to finish.",146,d,"['a', 'b', 'c']","['a', 'c', 'd', 'b']",1,A_I,4,175,187,168,168,177,169
C1_23_A_NI,ambiguous,non-ironic,They,cinema,sad,negative,They left the cinema feeling sad.,They say:,"""What a painfull film.""","a. They went to the same cinema as always.
b. They had found the film dull from start to finish.
c. They had found the film funny from start to finish.
d. The injection was over quickly, but it was painful.",Stella,Kristina,,C1_23,They had found the film dull from start to finish.,45,b,"['a', 'c', 'd']","['d', 'a', 'b', 'c']",1,A_NI,4,174,180,166,166,175,167
C1_24_UA_I,unambiguous,ironic,She,message,miserable,negative,She received a message and was miserable.,She says:,"""These are amazing news.""","a. What she read was news to her.
b. The message brought negative news.
c. She wanted to send a message.
d. The message brought good news.",Stella,Kristina,,C1_24,The message brought negative news.,169,b,"['a', 'c', 'd']","['c', 'b', 'd', 'a']",1,UA_I,4,159,165,151,151,160,152
C1_25_UA_NI,unambiguous,non-ironic,She,exam,idiotic,negative,Her answers in the exam were idiotic.,She says:,"""What a genius.""","a. She had a high IQ.
b. Her exam answers were impressively smart.
c. Her exam answers were embarrassingly poor.
d. She studied for her next exam.",Stella,Kristina,,C1_25,Her exam answers were impressively smart.,92,b,"['a', 'c', 'd']","['c', 'a', 'b', 'd']",1,UA_NI,4,160,168,153,153,162,154
C1_26_A_I,ambiguous,ironic,They,suggestion,stupid,negative,Their colleague's suggestion was stupid.,They said:,"""We really had luck with that one.""","a. They got lucky at the casino.
b. They thought that every project starts with a suggestion.
c. They were genuinely fortunate to have such a strong suggestion.
d. As far as they were concerned, it was a poor suggestion.",Stella,Kristina,,C1_26,"As far as they were concerned, it was a poor suggestion.",225,d,"['a', 'b', 'c']","['c', 'd', 'a', 'b']",1,A_I,4,176,183,167,167,176,168
C1_27_A_NI,ambiguous,non-ironic,She,argument,stupid,negative,His argument in the debate was stupid.,She says:,"""What a master of rhetoric.""","a. His argument was weak and poorly constructed.
b. Sokrates was a master of rhetoric.
c. She had an argument with him that night.
d. His argument was strong and well presented.",Stella,Kristina,,C1_27,His argument was strong and well presented.,30,d,"['a', 'b', 'c']","['b', 'c', 'd', 'a']",1,A_NI,4,166,176,158,158,167,159
C1_28_UA_I,unambiguous,ironic,He,business plan,idiotic,negative,His business plan was brilliant.,She says:,"""We will make lots of money with this.""","a. She believed that his business plan would be successful.
b. He asked a colleague for help with his business plan.
c. She was interested in making lots of money.
d. She believed that his business plan would fail.",Stella,Kristina,,C1_28,She believed that his business plan would fail.,47,d,"['a', 'b', 'c']","['a', 'd', 'c', 'b']",1,UA_I,4,173,180,165,165,174,166
C1_29_UA_NI,unambiguous,non-ironic,He,restaurant visit,starving,negative,After the restaurant visit he was starving.,He says:,"""Best dinner ever.""","a. The restaurant visit was genuinely outstanding.
b. The restaurant visit was a real disappointment.
c. He looked forward to this restaurant visit for weeks.
d. It was the best-reviewed dinner spot in the whole city.",Stella,Kristina,,C1_29,The restaurant visit was genuinely outstanding.,261,a,"['b', 'c', 'd']","['a', 'b', 'd', 'c']",1,UA_NI,4,169,177,160,160,170,161
C1_30_A_I,ambiguous,ironic,He,buffet ,hungry,negative,He left the buffet feeling hungry.,He says:,"""Truly a feast for the senses."" ","a. Diners often have a buffet.
b. The buffet was a rich.
c. The feast was celebrated every year in their village.
d. There had been very little worth eating at the buffet.",Stella,Kristina,,C1_30,There had been very little worth eating at the buffet.,139,d,"['a', 'b', 'c']","['d', 'a', 'c', 'b']",1,A_I,4,168,181,160,160,170,161
C1_31_A_NI,ambiguous,non-ironic,They,picnic,hungry,negative,They left the picnic feeling hungry.,They say:,"""Food for the soul.""","a. They spent the morning preparing sandwiches for the picnic.
b. The picnic was nourishing and genuinely enjoyable.
c. There was barely anything to eat; they left unsatisfied.
d. She always kept her soul music collection in good order.",Stella,Kristina,,C1_31,The picnic was nourishing and genuinely enjoyable.,260,b,"['a', 'c', 'd']","['d', 'a', 'b', 'c']",1,A_NI,4,171,187,165,165,174,166
C1_32_UA_I,unambiguous,ironic,He,plate,starving,negative,He looked at the empty plate in front of him and was starving.,He says:,"""No way I could eat more."" ","a. The waiter had forgotten to fill his plate and he did not eat anything.
b. He went to a stylish pottery to buy a special plate.
c. His plate had been full with food and he ate it all up.
d. He prefers to eat his lunch alone.",Stella,Kristina,,C1_32,The waiter had forgotten to fill his plate and he did not eat anything.,228,a,"['b', 'c', 'd']","['b', 'd', 'a', 'c']",1,UA_I,4,190,200,181,181,192,182
C1_33_UA_NI,unambiguous,non-ironic,She,library ,inaudible,negative,She walked into the library and it was inaudible.,She says:,"""Perfect place to concentrate.""","a. She asked her colleague for a place to concentrate.
b. She looked for a new book in the library.
c. The library was far too noisy to concentrate.
d. The library was a calm and quiet environment.",Stella,Kristina,,C1_33,The library was a calm and quiet environment.,24,d,"['a', 'b', 'c']","['c', 'd', 'b', 'a']",1,UA_NI,4,174,183,166,166,175,167
C1_34_A_I,ambiguous,ironic,She,concert,quiet,negative,We came back from a concert which was quiet.,I say:,"""I've almost gone deaf.""","a. The concert was surprisingly quiet.
b. I was looking forward to the next concert.
c. My grandfather is deaf.
d. The concert was pretty loud.",Stella,Kristina,,C1_34,The concert was pretty loud.,25,d,"['a', 'b', 'c']","['a', 'd', 'c', 'b']",1,A_I,4,162,170,153,153,162,154
C1_35_A_NI,ambiguous,non-ironic,She,movie,quiet,negative, She watched a movie in the theater and found it quiet.,She says:,"""It was so difficult to hear.""","a. The movie was too quiet to hear.
b. The movie was very loud.
c. She generally has difficulties with her hearing.
d. Watching a movie in the theater is a real event.",Stella,Kristina,,C1_35,The movie was too quiet to hear.,31,a,"['b', 'c', 'd']","['a', 'b', 'c', 'd']",1,A_NI,4,172,179,164,164,173,165
C1_36_UA_I,unambiguous,ironic,He,music,inaudible ,negative,His neighbours' music was inaudible.,He says:,"""It seems like they are having a great party.""","a. He likes talking about pop music.
b. He thinks that his neighbours' are having a great party with music.
c. He is still unsure which party to vote for in the upcoming elections.
d. He would expected to hear louder music from his neighbours' party.",Stella,Kristina,,C1_36,He would expected to hear louder music from his neighbours' party.,29,d,"['a', 'b', 'c']","['d', 'a', 'c', 'b']",1,UA_I,4,186,197,178,178,187,179
C1_37_UA_NI,unambiguous,non-ironic,She,question,impossible,negative,She prepared impossible questions for the students.,She says:,"""I hope they're prepared for this.""","a. The questions required thorough preparation to answer.
b. She posted the question on the class forum.
c. She had never felt so well prepared for a meeting.
d. The questions were straightforward and required little effort.",Rabia,Stella,,C1_37,The questions required thorough preparation to answer.,53,a,"['b', 'c', 'd']","['a', 'd', 'c', 'b']",1,UA_NI,4,173,179,164,164,173,165
C1_38_A_I,ambiguous,ironic,He,appointment,difficult,negative,He booked an appointment through a system which was difficult to use.,He says: ,"""That was about as easy as it gets.""","a. Booking the appointment was frustrating and difficult.
b. He decided to cancel the appointment.
c. Booking the appointment was straightforward and effortless.
d. He always found parallel parking easy as it gets.",Rabia,Stella,,C1_38,Booking the appointment was frustrating and difficult.,172,a,"['b', 'c', 'd']","['b', 'd', 'a', 'c']",1,A_I,4,175,186,167,167,179,168
C1_39_A_NI,ambiguous,non-ironic,They,task,difficult,negative,They finished a difficult task for their maths lesson.,They say:,"""We must be very smart.""","a. Completing the task was a genuine sign of intelligence.
b. Anyone could have done the task, no special abilities required.
c. They were always smart about managing their money.
d. They were given another task after the math lesson.",Rabia,Stella,,C1_39,Completing the task was a genuine sign of intelligence.,233,a,"['b', 'c', 'd']","['a', 'b', 'c', 'd']",1,A_NI,4,177,185,169,169,178,170
C1_40_UA_I,unambiguous,ironic,He,payment,impossible,negative,He made a payment through a website which was impossible to use.,He says: ,"""Technology at its finest.""","a. Making the payment was a smooth and effortless experience.
b. He decided to cancel the payment altogether.
c. He always thought the finest restaurants required a reservation.
d. Making the payment was complicated and painful.",Rabia,Stella,,C1_40,Making the payment was complicated and painful.,144,d,"['a', 'b', 'c']","['a', 'd', 'c', 'b']",1,UA_I,4,174,184,166,166,176,167
C1_41_UA_NI,unambiguous,non-ironic,She,kitchen,pristine,negative,She finished cooking and the kitchen was pristine.,She says:,"""I'm the sort of person who likes to keep things tidy.""","a. Children should regularly tidy up their rooms.
b. Her kitchen was a mess.
c. Her kitchen was tidy.
d. The apartment came with a fully equipped kitchen.",Rabia,Stella,,C1_41,Her kitchen was tidy.,147,c,"['a', 'b', 'd']","['c', 'b', 'a', 'd']",1,UA_NI,4,170,181,161,161,170,162
C1_42_A_I,ambiguous,ironic,They,room,clean,negative,They walked into the room and found it clean.,They said:,“Looks like you didn’t wait too long to clean it.”,"a. The room was left in a terrible state for far too long.
b. They never had to wait long for a table.
c. The room was tidied up well before it got too messy.
d. They decided to book a different room altogether.",Rabia,Stella,,C1_42,The room was left in a terrible state for far too long.,55,a,"['b', 'c', 'd']","['b', 'c', 'a', 'd']",1,A_I,4,189,196,179,179,194,180
C1_43_A_NI,ambiguous,non-ironic,They,street,clean,negative,The street was clean.,They say: ,"""Such a beautiful walk.""","a. A dog was barking on the street.
b. The street was genuinely pleasant.
c. They went for a walk in the park.
d. The street was far from pretty.",Rabia,Stella,,C1_43,The street was genuinely pleasant.,67,b,"['a', 'c', 'd']","['d', 'a', 'c', 'b']",1,A_NI,4,160,167,153,153,161,154
C1_44_UA_I,unambiguous,ironic,She,floor,pristine,negative,The floor was pristine.,She says:,"""You could practically eat off the floor here.""","a. The floor was very clean.
b. The dance floor was very empty.
c. The floor was very dirty.
d. She could eat a whole cake.",,Stella,,C1_44,The floor was very dirty.,83,c,"['a', 'b', 'd']","['a', 'd', 'b', 'c']",1,UA_I,4,159,167,151,151,160,152
C1_45_UA_NI,unambiguous,non-ironic,They,movie,grim,negative,They watched a grim movie.,They say:,"""That was the perfect movie for a laugh.""","a. They had such a perfect night.
b. They saw three movies that week.
c. The movie was funny and great.
d. The movie wasn't amusing.",Rabia,Stella,,C1_45,The movie was funny and great.,40,c,"['a', 'b', 'd']","['c', 'd', 'a', 'b']",1,UA_NI,4,162,169,153,153,162,154
C1_46_A_I,ambiguous,ironic,She,musical,serious,negative,The musical she watched was really serious.,She says:,"""That cracked me up.""","a. The musical was purely for laughs.
b. The musical left her deeply moved.
c. She answered some questions about the musical.
d. The joke cracked everyone up.",Rabia,Stella,,C1_46,The musical was purely for laughs.,159,a,"['b', 'c', 'd']","['b', 'a', 'd', 'c']",1,A_I,4,160,167,152,152,161,153
C1_47_A_NI,ambiguous,non-ironic,She,situation,serious,negative,The situation was serious.,She says:,"""Truly something to laugh about.""","a. The situation was genuinely amusing.
b. She always found it hard to laugh about things.
c. The situation was far too serious.
d. She tried to make the best of the situation.",Rabia,Stella,,C1_47,The situation was genuinely amusing.,3,a,"['b', 'c', 'd']","['a', 'c', 'b', 'd']",1,A_NI,4,163,172,156,156,165,157
