Item_ID,context_level,irony_label,irony_type,context_type,pronoun,tense,context,speaker,target_utterance,answering_options,notes,tok_Gemma-3-4B,tok_Mistral-7B-Instruct,tok_OLMo-2-7B,tok_Qwen3-8B,tok_ModernBERT-8B,tok_Llama-3-8B,item_id,cg_level,topic,cg_framing,Speaker,Word Tokens,Syllable Tokens,Notes
,,ironic,,relational,I,past simple,It took three group chats and two last-minute cancellations to agree on anything.,,That was easy to organise.,,,153,163,148,148,152,149,C2_14_H_I,high,coordinating plans,Everyone in the group had been part of the same chaotic thread and knew exactly what it had taken.,,,,
,,ironic,,relational,I,past simple,It took three group chats and two last-minute cancellations to agree on anything.,,That was easy to organise.,,,152,161,147,147,151,148,C2_14_L_I,low,coordinating plans,I told someone who had not been invited and had no idea any planning had been going on.,,,,
,,non-ironic,,relational,I,past simple,Everyone replied within the hour and we agreed on a time and place in two messages.,,That was easy to organise.,,,155,162,150,150,152,151,C2_14_H_N,high,coordinating plans,Everyone in the group had been part of it and had already commented on how smoothly it had come together.,,,,
,,non-ironic,,relational,I,past simple,Everyone replied within the hour and we agreed on a time and place in two messages.,,That was easy to organise.,,,153,160,148,148,150,149,C2_14_L_N,low,coordinating plans,I told someone who had not been invited and had no idea any planning had been going on.,,,,
,,ironic,,relational,they,past simple,An argument broke out over dessert and two people left before coffee.,,That was a relaxing evening.,,,147,154,142,142,143,143,C2_15_H_I,high,dinner with family,Everyone at the table had been present for the argument and no one needed it explained.,,,,
,,ironic,,relational,they,past simple,An argument broke out over dessert and two people left before coffee.,,That was a relaxing evening.,,,150,157,145,145,146,146,C2_15_L_I,low,dinner with family,One of them described the evening to a partner who had stayed at home and heard nothing about it.,,,,
,,non-ironic,,relational,they,past simple,"They talked for hours, laughed a lot and no one wanted to leave.",,That was a relaxing evening.,,,150,156,145,145,146,146,C2_15_H_N,high,dinner with family,Everyone present had shared the same warm evening and was still talking about it the next day.,,,,
,,non-ironic,,relational,they,past simple,"They talked for hours, laughed a lot and no one wanted to leave.",,That was a relaxing evening.,,,152,158,147,147,148,148,C2_15_L_N,low,dinner with family,One of them described the evening to a partner who had stayed at home and heard nothing about it.,,,,
,,ironic,,relational,she,past perfect,Nobody had responded to her message and she had ended up managing everything alone.,,That was so kind of them.,,,150,159,145,145,147,146,C2_16_H_I,high,asking for help,Her manager had seen the unanswered message in the team channel and already knew the situation.,,,,
,,ironic,,relational,she,past perfect,Nobody had responded to her message and she had ended up managing everything alone.,,That was so kind of them.,,,152,158,147,147,148,148,C2_16_L_I,low,asking for help,She mentioned it to a friend in a different department who had no knowledge of what had happened.,,,,
,,non-ironic,,relational,she,past perfect,Two colleagues had stayed late without being asked to help her finish on time.,,That was so kind of them.,,,152,158,147,147,148,148,C2_16_H_N,high,asking for help,Her manager had been aware of the situation throughout and had seen how the team had stepped up.,,,,
,,non-ironic,,relational,she,past perfect,Two colleagues had stayed late without being asked to help her finish on time.,,That was so kind of them.,,,152,158,147,147,148,148,C2_16_L_N,low,asking for help,She mentioned it to a friend in a different department who had no knowledge of what had happened.,,,,
,,ironic,,relational,he,past simple,He had done everything while his flatmate was out the whole weekend.,,That was a fair split of the work.,,,153,159,148,148,149,149,C2_17_H_I,high,shared task at home,His flatmate had come home to a clean flat and knew perfectly well who had done it.,,,,
,,ironic,,relational,he,past simple,He had done everything while his flatmate was out the whole weekend.,,That was a fair split of the work.,,,155,162,150,150,152,151,C2_17_L_I,low,shared task at home,He mentioned it to a friend who had not been there and had no idea how the chores were divided.,,,,
,,non-ironic,,relational,he,past simple,They both worked steadily and finished the flat in under two hours.,,That was a fair split of the work.,,,155,163,150,150,151,151,C2_17_H_N,high,shared task at home,His flatmate had been there the whole time and was well aware of how evenly the work had been shared.,,,,
,,non-ironic,,relational,he,past simple,They both worked steadily and finished the flat in under two hours.,,That was a fair split of the work.,,,154,162,149,149,151,150,C2_17_L_N,low,shared task at home,He mentioned it to a friend who had not been there and had no idea how the chores were divided.,,,,
,,ironic,,relational,I,past simple,My partner submitted the wrong file and I had to redo their section at midnight.,,We really pulled together on that one.,,,151,160,146,146,148,147,C2_18_H_I,high,meeting a deadline together,My partner was on the same project and already knew exactly how events had unfolded.,,,,
,,ironic,,relational,I,past simple,My partner submitted the wrong file and I had to redo their section at midnight.,,We really pulled together on that one.,,,153,160,148,148,150,149,C2_18_L_I,low,meeting a deadline together,I mentioned it to a friend who had no idea we had been working on anything together.,,,,
,,non-ironic,,relational,I,past simple,My partner delivered their section early and we submitted together with time to spare.,,We really pulled together on that one.,,,152,158,147,147,148,148,C2_18_H_N,high,meeting a deadline together,My partner had been part of every step and already knew how well we had managed it.,,,,
,,non-ironic,,relational,I,past simple,My partner delivered their section early and we submitted together with time to spare.,,We really pulled together on that one.,,,152,158,147,147,148,148,C2_18_L_N,low,meeting a deadline together,I mentioned it to a friend who had no idea we had been working on anything together.,,,,
,,ironic,,relational,they,past simple,Their mentor dismissed the concern and told them to stop overthinking it.,,That was exactly what I needed to hear.,,,150,159,145,145,146,146,C2_19_H_I,high,receiving advice,A friend had recommended the mentor and had already heard how the session had gone.,,,,
,,ironic,,relational,they,past simple,Their mentor dismissed the concern and told them to stop overthinking it.,,That was exactly what I needed to hear.,,,152,163,147,147,148,148,C2_19_L_I,low,receiving advice,They told a new acquaintance who had never met the mentor and knew nothing of the issue.,,,,
,,non-ironic,,relational,they,past simple,Their mentor listened carefully and offered a perspective they had not considered.,,That was exactly what I needed to hear.,,,150,158,145,145,146,146,C2_19_H_N,high,receiving advice,A friend had recommended the mentor and had heard immediately how valuable the conversation had been.,,,,
,,non-ironic,,relational,they,past simple,Their mentor listened carefully and offered a perspective they had not considered.,,That was exactly what I needed to hear.,,,151,161,146,146,147,147,C2_19_L_N,low,receiving advice,They told a new acquaintance who had never met the mentor and knew nothing of the issue.,,,,
,,ironic,,relational,she,past perfect,The doctor had spent four minutes with her and told her to come back if it got worse.,,That doctor was so thorough.,,,162,168,157,157,158,158,C2_20_H_I,high,medical appointment,"Her partner had come along and had been sitting in the waiting room the whole time, fully aware of how brief it had been.",,,,
,,ironic,,relational,she,past perfect,The doctor had spent four minutes with her and told her to come back if it got worse.,,That doctor was so thorough.,,,154,160,149,149,150,150,C2_20_L_I,low,medical appointment,She mentioned it to a distant relative who had no knowledge of her health situation at all.,,,,
,,non-ironic,,relational,she,past perfect,The doctor had asked detailed questions and explained every step of the diagnosis.,,That doctor was so thorough.,,,147,153,142,142,143,143,C2_20_H_N,high,medical appointment,Her partner had come along and had heard the full consultation through the open door.,,,,
,,non-ironic,,relational,she,past perfect,The doctor had asked detailed questions and explained every step of the diagnosis.,,That doctor was so thorough.,,,149,155,144,144,145,145,C2_20_L_N,low,medical appointment,She mentioned it to a distant relative who had no knowledge of her health situation at all.,,,,
,,ironic,,emotional,he,past simple,He failed despite studying every day for a month.,,Well that was worth all the effort.,,,147,154,142,142,143,143,C2_21_H_I,high,exam result,His study partner had revised alongside him and knew exactly how much work he had put in.,,,,
,,ironic,,emotional,he,past simple,He failed despite studying every day for a month.,,Well that was worth all the effort.,,,146,152,141,141,142,142,C2_21_L_I,low,exam result,He told a relative abroad who had no idea he had even been sitting an exam.,,,,
,,non-ironic,,emotional,he,past simple,He passed with distinction and his tutor sent a personal note of congratulation.,,Well that was worth all the effort.,,,153,161,148,148,149,149,C2_21_H_N,high,exam result,His study partner had been through the same revision process and was just as delighted by the result.,,,,
,,non-ironic,,emotional,he,past simple,He passed with distinction and his tutor sent a personal note of congratulation.,,Well that was worth all the effort.,,,151,159,146,146,147,147,C2_21_L_N,low,exam result,He told a relative abroad who had no idea he had even been sitting an exam.,,,,
,,ironic,,emotional,I,past simple,My laptop did not work and I sat in the wrong team meeting for an hour.,,That was a great start.,,,153,159,148,148,149,149,C2_22_H_I,high,first day at a new job,My new manager had been copied on the IT ticket and was already aware of the laptop issue.,,,,
,,ironic,,emotional,I,past simple,My laptop did not work and I sat in the wrong team meeting for an hour.,,That was a great start.,,,154,160,149,149,150,150,C2_22_L_I,low,first day at a new job,I mentioned it to an old friend who had no idea I had started a new job that week.,,,,
,,non-ironic,,emotional,I,past simple,My manager introduced me to everyone and I left feeling energised and welcomed.,,That was a great start.,,,154,161,150,150,151,151,C2_22_H_N,high,first day at a new job,My new manager had been with me for most of the day and had seen how well the introductions had gone.,,,,
,,non-ironic,,emotional,I,past simple,My manager introduced me to everyone and I left feeling energised and welcomed.,,That was a great start.,,,152,158,147,147,148,148,C2_22_L_N,low,first day at a new job,I mentioned it to an old friend who had no idea I had started a new job that week.,,,,
,,ironic,,emotional,she,past perfect,She had lost her place twice and the microphone had cut out during the key section.,,That speech was memorable.,,,151,158,145,145,147,146,C2_23_H_I,high,public speech,Her co-presenter had been on stage beside her and had witnessed the whole thing.,,,,
,,ironic,,emotional,she,past perfect,She had lost her place twice and the microphone had cut out during the key section.,,That speech was memorable.,,,151,158,146,146,147,147,C2_23_L_I,low,public speech,She mentioned it to someone who had not attended and had only heard there was an event.,,,,
,,non-ironic,,emotional,she,past perfect,The audience had given her a standing ovation and three people had approached her afterwards.,,That speech was memorable.,,,154,161,149,149,151,150,C2_23_H_N,high,public speech,Her co-presenter had been on stage beside her and had already told her how impressive it had been.,,,,
,,non-ironic,,emotional,she,past perfect,The audience had given her a standing ovation and three people had approached her afterwards.,,That speech was memorable.,,,150,157,146,146,147,147,C2_23_L_N,low,public speech,She mentioned it to someone who had not attended and had only heard there was an event.,,,,
,,ironic,,emotional,they,past simple,The printing error made the colours wrong and the whole batch had to be redone.,,That turned out exactly as planned.,,,151,157,146,146,147,147,C2_24_H_I,high,creative project,Their creative partner had been involved throughout and knew the full history of the problem.,,,,
,,ironic,,emotional,they,past simple,The printing error made the colours wrong and the whole batch had to be redone.,,That turned out exactly as planned.,,,154,160,149,149,150,150,C2_24_L_I,low,creative project,They described the outcome to a friend outside the industry who had no idea what the project involved.,,,,
,,non-ironic,,emotional,they,past simple,The final piece looked even better than the mock-up and the client approved it at once.,,That turned out exactly as planned.,,,154,160,148,148,150,149,C2_24_H_N,high,creative project,Their creative partner had been involved at every stage and had already called it a success.,,,,
,,non-ironic,,emotional,they,past simple,The final piece looked even better than the mock-up and the client approved it at once.,,That turned out exactly as planned.,,,156,162,150,150,152,151,C2_24_L_N,low,creative project,They described the outcome to a friend outside the industry who had no idea what the project involved.,,,,
,,ironic,,emotional,he,past simple,He failed for the third time on the same junction he had practised over and over.,,That test was no problem at all.,,,154,163,150,150,151,151,C2_25_H_I,high,learning to drive,His instructor had been in the car and had seen exactly what had happened at the junction.,,,,
,,ironic,,emotional,he,past simple,He failed for the third time on the same junction he had practised over and over.,,That test was no problem at all.,,,154,162,150,150,151,151,C2_25_L_I,low,learning to drive,He told a friend who lived abroad and had no idea he had been taking driving lessons.,,,,
,,non-ironic,,emotional,he,past simple,He passed first time and his instructor said it was one of the cleanest tests she had seen.,,That test was no problem at all.,,,158,165,154,154,155,155,C2_25_H_N,high,learning to drive,His instructor had been in the car beside him and had already praised the drive on the way back.,,,,
,,non-ironic,,emotional,he,past simple,He passed first time and his instructor said it was one of the cleanest tests she had seen.,,That test was no problem at all.,,,156,163,152,152,153,153,C2_25_L_N,low,learning to drive,He told a friend who lived abroad and had no idea he had been taking driving lessons.,,,,
,,ironic,,emotional,I,past simple,I came last and pulled a muscle on the first bend.,,That was my best performance yet.,,,147,154,142,142,143,143,C2_26_H_I,high,sports competition,My coach had been at the finish line and had timed every split of the race.,,,,
,,ironic,,emotional,I,past simple,I came last and pulled a muscle on the first bend.,,That was my best performance yet.,,,149,156,144,144,145,145,C2_26_L_I,low,sports competition,I told a colleague who had not known I competed and had no idea the event was happening.,,,,
,,non-ironic,,emotional,I,past simple,I shaved thirty seconds off my personal best and felt strong the whole way round.,,That was my best performance yet.,,,151,158,146,146,148,147,C2_26_H_N,high,sports competition,My coach had been at the trackside and had already logged the new personal best.,,,,
,,non-ironic,,emotional,I,past simple,I shaved thirty seconds off my personal best and felt strong the whole way round.,,That was my best performance yet.,,,153,161,148,148,150,149,C2_26_L_N,low,sports competition,I told a colleague who had not known I competed and had no idea the event was happening.,,,,
,,ironic,,emotional,she,past simple,She burned the main course and ended up ordering takeaway twenty minutes before guests arrived.,,Well that was a culinary triumph.,,,154,163,149,149,152,150,C2_27_H_I,high,cooking for guests,Her guests had all been at the table and had lived through the smoke alarm and the takeaway boxes.,,,,
,,ironic,,emotional,she,past simple,She burned the main course and ended up ordering takeaway twenty minutes before guests arrived.,,Well that was a culinary triumph.,,,150,159,145,145,147,146,C2_27_L_I,low,cooking for guests,She told a colleague the next morning who had heard nothing about the dinner plans.,,,,
,,non-ironic,,emotional,she,past simple,Her guests asked for the recipe and she was still getting messages about it the next day.,,Well that was a culinary triumph.,,,153,161,148,148,150,149,C2_27_H_N,high,cooking for guests,Her guests had all been at the table and were already texting her about the recipe.,,,,
,,non-ironic,,emotional,she,past simple,Her guests asked for the recipe and she was still getting messages about it the next day.,,Well that was a culinary triumph.,,,152,160,147,147,148,148,C2_27_L_N,low,cooking for guests,She told a colleague the next morning who had heard nothing about the dinner plans.,,,,
,,ironic,,emotional,he,past perfect,He had spent three hours in back-to-back interruptions and finished nothing.,,That was a productive morning.,,,152,162,146,146,150,147,C2_28_H_I,high,writing a report,His officemate had been at the next desk all morning and had seen every interruption play out.,,,,
,,ironic,,emotional,he,past perfect,He had spent three hours in back-to-back interruptions and finished nothing.,,That was a productive morning.,,,152,160,145,145,149,146,C2_28_L_I,low,writing a report,He mentioned it to his partner at home who had no idea how his working day had gone.,,,,
,,non-ironic,,emotional,he,past perfect,He had drafted the entire report before lunch and received positive feedback by afternoon.,,That was a productive morning.,,,151,159,147,147,148,148,C2_28_H_N,high,writing a report,His officemate had been there the whole morning and had seen him power through without a break.,,,,
,,non-ironic,,emotional,he,past perfect,He had drafted the entire report before lunch and received positive feedback by afternoon.,,That was a productive morning.,,,151,158,146,146,147,147,C2_28_L_N,low,writing a report,He mentioned it to his partner at home who had no idea how his working day had gone.,,,,
,,ironic,,emotional,they,past simple,The hotel was overbooked and it rained every single day.,,That was a relaxing holiday.,,,146,155,143,143,144,144,C2_29_H_I,high,holiday booking,They had travelled together and both needed no reminder of what the week had been like.,,,,
,,ironic,,emotional,they,past simple,The hotel was overbooked and it rained every single day.,,That was a relaxing holiday.,,,146,154,143,143,144,144,C2_29_L_I,low,holiday booking,One of them described it to a neighbour who had not known they were going away.,,,,
,,non-ironic,,emotional,they,past simple,They had a sea-view room and spent every evening watching the sunset.,,That was a relaxing holiday.,,,149,156,143,143,145,144,C2_29_H_N,high,holiday booking,They had been together the whole week and were both still smiling about it days later.,,,,
,,non-ironic,,emotional,they,past simple,They had a sea-view room and spent every evening watching the sunset.,,That was a relaxing holiday.,,,149,156,143,143,145,144,C2_29_L_N,low,holiday booking,One of them described it to a neighbour who had not known they were going away.,,,,
,,ironic,,emotional,I,past simple,The van broke down twice and half my furniture was scratched by the time it arrived.,,That move was incredibly straightforward.,,,148,157,144,144,145,145,C2_30_H_I,high,moving house,My friend had helped me move and had been there for both breakdowns.,,,,
,,ironic,,emotional,I,past simple,The van broke down twice and half my furniture was scratched by the time it arrived.,,That move was incredibly straightforward.,,,150,158,145,145,146,146,C2_30_L_I,low,moving house,I mentioned it to a new neighbour who had only just introduced themselves that morning.,,,,
,,non-ironic,,emotional,I,past simple,Everything was loaded and unpacked in four hours without a single thing getting damaged.,,That move was incredibly straightforward.,,,152,159,148,148,149,149,C2_30_H_N,high,moving house,My friend had helped carry everything and had already said it was the easiest move they had ever done.,,,,
,,non-ironic,,emotional,I,past simple,Everything was loaded and unpacked in four hours without a single thing getting damaged.,,That move was incredibly straightforward.,,,148,155,144,144,145,145,C2_30_L_N,low,moving house,I mentioned it to a new neighbour who had only just introduced themselves that morning.,,,,
,,ironic,,environmental,they,past simple,It poured all afternoon and the marquee roof caved in under the water.,,What perfect weather for it.,,,149,159,146,146,147,147,C2_31_H_I,high,outdoor event,All the guests had been at the event and had stood under the collapsed marquee together.,,,,
,,ironic,,environmental,they,past simple,It poured all afternoon and the marquee roof caved in under the water.,,What perfect weather for it.,,,151,160,147,147,149,148,C2_31_L_I,low,outdoor event,One of the organisers mentioned it to a supplier who had delivered early and left before it started.,,,,
,,non-ironic,,environmental,they,past simple,It was warm and sunny and the light lasted long enough to finish the whole event.,,What perfect weather for it.,,,152,159,147,147,148,148,C2_31_H_N,high,outdoor event,All the guests had been there throughout and had remarked on how ideal the conditions had been.,,,,
,,non-ironic,,environmental,they,past simple,It was warm and sunny and the light lasted long enough to finish the whole event.,,What perfect weather for it.,,,153,161,148,148,150,149,C2_31_L_N,low,outdoor event,One of the organisers mentioned it to a supplier who had delivered early and left before it started.,,,,
,,ironic,,environmental,she,past simple,"It was pouring with rain, her shoe came off and she twisted her ankle at the halfway point.",,What a great run.,,,155,164,150,150,151,151,C2_32_H_I,high,morning run,Her running partner had been beside her when the shoe came off and had helped her limp back.,,,,
,,ironic,,environmental,she,past simple,"It was pouring with rain, her shoe came off and she twisted her ankle at the halfway point.",,What a great run.,,,157,166,152,152,153,153,C2_32_L_I,low,morning run,She mentioned it to a colleague at work who had no idea she ran and did not know the route.,,,,
,,non-ironic,,environmental,she,past simple,"The air was crisp, her pace was her best in months and she felt strong the whole way.",,What a great run.,,,155,162,150,150,151,151,C2_32_H_N,high,morning run,Her running partner had been beside her the whole way and had already posted about the pace online.,,,,
,,non-ironic,,environmental,she,past simple,"The air was crisp, her pace was her best in months and she felt strong the whole way.",,What a great run.,,,157,165,152,152,153,153,C2_32_L_N,low,morning run,She mentioned it to a colleague at work who had no idea she ran and did not know the route.,,,,
,,ironic,,environmental,he,past perfect,He had sat in gridlock for ninety minutes and arrived after the meeting had started.,,The roads were incredibly clear today.,,,153,161,148,148,150,149,C2_33_H_I,high,city commute,His passenger had been in the car with him and had experienced the same gridlock firsthand.,,,,
,,ironic,,environmental,he,past perfect,He had sat in gridlock for ninety minutes and arrived after the meeting had started.,,The roads were incredibly clear today.,,,156,164,152,152,153,153,C2_33_L_I,low,city commute,He texted a friend in another city who had no idea what the traffic was usually like on that route.,,,,
,,non-ironic,,environmental,he,past perfect,He had sailed through every junction and arrived twenty minutes ahead of schedule.,,The roads were incredibly clear today.,,,151,160,146,146,147,147,C2_33_H_N,high,city commute,His passenger had been in the car throughout and had already noted how unusually clear it had been.,,,,
,,non-ironic,,environmental,he,past perfect,He had sailed through every junction and arrived twenty minutes ahead of schedule.,,The roads were incredibly clear today.,,,153,162,149,149,150,150,C2_33_L_N,low,city commute,He texted a friend in another city who had no idea what the traffic was usually like on that route.,,,,
,,ironic,,environmental,I,past simple,The wind knocked over everything on the blanket and we were soaked within minutes.,,I love this kind of weather.,,,150,161,146,146,147,147,C2_34_H_I,high,picnic,My picnic companion had been there for every gust of wind and was just as drenched.,,,,
,,ironic,,environmental,I,past simple,The wind knocked over everything on the blanket and we were soaked within minutes.,,I love this kind of weather.,,,153,162,148,148,149,149,C2_34_L_I,low,picnic,I mentioned it to someone who had spent the day indoors and had not seen the weather at all.,,,,
,,non-ironic,,environmental,I,past simple,The sun stayed out all afternoon and we stayed until it got dark.,,I love this kind of weather.,,,152,159,147,147,148,148,C2_34_H_N,high,picnic,My picnic companion had been there the whole time and was still talking about how lovely it had been.,,,,
,,non-ironic,,environmental,I,past simple,The sun stayed out all afternoon and we stayed until it got dark.,,I love this kind of weather.,,,152,160,147,147,148,148,C2_34_L_N,low,picnic,I mentioned it to someone who had spent the day indoors and had not seen the weather at all.,,,,
,,ironic,,environmental,they,past simple,The power cut out right as they submitted the final report and they lost everything.,,Great timing on that power cut.,,,150,156,145,145,146,146,C2_35_H_I,high,power cut,The whole office had been affected and everyone already knew exactly what had been lost.,,,,
,,ironic,,environmental,they,past simple,The power cut out right as they submitted the final report and they lost everything.,,Great timing on that power cut.,,,154,160,149,149,150,150,C2_35_L_I,low,power cut,One of them told a friend at home who had no idea they had been working to a deadline.,,,,
,,non-ironic,,environmental,they,past simple,The power came back exactly as the deadline arrived and all their files were saved.,,Great timing on that power cut.,,,154,160,149,149,150,150,C2_35_H_N,high,power cut,The whole office had been there when it came back on and had shared the same sense of relief.,,,,
,,non-ironic,,environmental,they,past simple,The power came back exactly as the deadline arrived and all their files were saved.,,Great timing on that power cut.,,,154,160,149,149,150,150,C2_35_L_N,low,power cut,One of them told a friend at home who had no idea they had been working to a deadline.,,,,
,,ironic,,environmental,she,past simple,"She drove around for forty minutes, missed the entrance twice and parked three streets away.",,That was easy to find.,,,152,160,147,147,149,148,C2_36_H_I,high,finding parking,Her passenger had been in the car for every failed attempt and had seen the whole ordeal.,,,,
,,ironic,,environmental,she,past simple,"She drove around for forty minutes, missed the entrance twice and parked three streets away.",,That was easy to find.,,,155,161,150,150,151,151,C2_36_L_I,low,finding parking,She told someone at the venue who had just arrived by taxi and had no idea about the parking situation.,,,,
,,non-ironic,,environmental,she,past simple,The building was clearly signposted and there was a free space right outside.,,That was easy to find.,,,153,160,148,148,149,149,C2_36_H_N,high,finding parking,Her passenger had been beside her the whole time and had already commented on how lucky the space had been.,,,,
,,non-ironic,,environmental,she,past simple,The building was clearly signposted and there was a free space right outside.,,That was easy to find.,,,153,160,148,148,149,149,C2_36_L_N,low,finding parking,She told someone at the venue who had just arrived by taxi and had no idea about the parking situation.,,,,
,,ironic,,environmental,he,past simple,The connection dropped four times during his presentation and the screen froze on the last slide.,,Technology really is a wonderful thing.,,,150,160,145,145,147,146,C2_37_H_I,high,wifi connection,His audience had watched the screen freeze and had already sent him sympathetic messages.,,,,
,,ironic,,environmental,he,past simple,The connection dropped four times during his presentation and the screen froze on the last slide.,,Technology really is a wonderful thing.,,,155,164,150,150,152,151,C2_37_L_I,low,wifi connection,He mentioned it to his partner who had been out all day and had heard nothing about the presentation.,,,,
,,non-ironic,,environmental,he,past simple,Everything ran without a single glitch and the screen shared perfectly first time.,,Technology really is a wonderful thing.,,,151,160,146,146,149,147,C2_37_H_N,high,wifi connection,His audience had been watching the whole time and had already commented on how smoothly it had run.,,,,
,,non-ironic,,environmental,he,past simple,Everything ran without a single glitch and the screen shared perfectly first time.,,Technology really is a wonderful thing.,,,152,161,147,147,150,148,C2_37_L_N,low,wifi connection,He mentioned it to his partner who had been out all day and had heard nothing about the presentation.,,,,
,,ironic,,environmental,I,past simple,It ran out of ink on the last page and jammed when I tried to reload it.,,That printed perfectly.,,,153,162,149,149,150,150,C2_38_H_I,high,printing,My colleague had been standing next to me waiting for the same printer and had seen the whole jam.,,,,
,,ironic,,environmental,I,past simple,It ran out of ink on the last page and jammed when I tried to reload it.,,That printed perfectly.,,,150,158,146,146,147,147,C2_38_L_I,low,printing,I told someone at reception who had not been anywhere near the printer room that morning.,,,,
,,non-ironic,,environmental,I,past simple,It came out double-sided and perfectly formatted without any adjustment.,,That printed perfectly.,,,145,155,139,139,141,140,C2_38_H_N,high,printing,My colleague had been standing beside me and had already taken their copy without any issues.,,,,
,,non-ironic,,environmental,I,past simple,It came out double-sided and perfectly formatted without any adjustment.,,That printed perfectly.,,,145,154,139,139,141,140,C2_38_L_N,low,printing,I told someone at reception who had not been anywhere near the printer room that morning.,,,,
,,ironic,,procedural,they,past perfect,The system had crashed twice and they had been asked to resubmit everything from scratch.,,What a simple process.,,,147,156,143,143,144,144,C2_39_H_I,high,filing a form,The administrator had been at the desk throughout and had witnessed both crashes.,,,,
,,ironic,,procedural,they,past perfect,The system had crashed twice and they had been asked to resubmit everything from scratch.,,What a simple process.,,,152,159,148,148,149,149,C2_39_L_I,low,filing a form,They told a friend who had never used the system and had no idea what the process involved.,,,,
,,non-ironic,,procedural,they,past perfect,The whole thing had taken under ten minutes and the confirmation arrived instantly.,,What a simple process.,,,149,156,144,144,145,145,C2_39_H_N,high,filing a form,The administrator had been there the whole time and had seen how quickly it had all gone through.,,,,
,,non-ironic,,procedural,they,past perfect,The whole thing had taken under ten minutes and the confirmation arrived instantly.,,What a simple process.,,,149,155,144,144,145,145,C2_39_L_N,low,filing a form,They told a friend who had never used the system and had no idea what the process involved.,,,,
,,ironic,,procedural,she,past simple,"It took three attempts, two reboots and a call to IT before it finally worked.",,That was effortless to set up.,,,156,165,152,152,153,153,C2_40_H_I,high,installing software,The IT technician had been on the phone for the whole process and knew exactly what it had taken.,,,,
,,ironic,,procedural,she,past simple,"It took three attempts, two reboots and a call to IT before it finally worked.",,That was effortless to set up.,,,157,165,153,153,154,154,C2_40_L_I,low,installing software,She mentioned it to a friend who was not familiar with the software and had no context for the process.,,,,
,,non-ironic,,procedural,she,past simple,It installed in under two minutes and opened without a single configuration issue.,,That was effortless to set up.,,,151,160,146,146,149,147,C2_40_H_N,high,installing software,The IT technician had been on the phone throughout and had already noted how cleanly it had gone.,,,,
,,non-ironic,,procedural,she,past simple,It installed in under two minutes and opened without a single configuration issue.,,That was effortless to set up.,,,153,160,148,148,150,149,C2_40_L_N,low,installing software,She mentioned it to a friend who was not familiar with the software and had no context for the process.,,,,
,,ironic,,procedural,he,past perfect,The website had timed out three times and he had been charged before receiving a confirmation.,,That was straightforward to book.,,,152,160,147,147,148,148,C2_41_H_I,high,booking a service,His colleague had tried the same booking process that morning and had run into the same issues.,,,,
,,ironic,,procedural,he,past perfect,The website had timed out three times and he had been charged before receiving a confirmation.,,That was straightforward to book.,,,153,160,148,148,149,149,C2_41_L_I,low,booking a service,He described it to a family member who had never used the service and knew nothing about it.,,,,
,,non-ironic,,procedural,he,past perfect,The whole process had taken three minutes and the confirmation had arrived immediately.,,That was straightforward to book.,,,149,156,144,144,145,145,C2_41_H_N,high,booking a service,His colleague had made the same booking earlier and had already said how easy it had been.,,,,
,,non-ironic,,procedural,he,past perfect,The whole process had taken three minutes and the confirmation had arrived immediately.,,That was straightforward to book.,,,150,156,145,145,146,146,C2_41_L_N,low,booking a service,He described it to a family member who had never used the service and knew nothing about it.,,,,
,,ironic,,procedural,I,past simple,I was passed between four agents and the money still had not arrived three weeks later.,,That refund came through without any hassle.,,,154,162,149,149,150,150,C2_42_H_I,high,returns and refunds,My friend had bought the same product and had been following my refund saga from the start.,,,,
,,ironic,,procedural,I,past simple,I was passed between four agents and the money still had not arrived three weeks later.,,That refund came through without any hassle.,,,156,163,151,151,152,152,C2_42_L_I,low,returns and refunds,I mentioned it to someone I had just met who had no knowledge of the purchase or the dispute.,,,,
,,non-ironic,,procedural,I,past simple,The refund was processed the same day and back in my account by the following morning.,,That refund came through without any hassle.,,,154,161,149,149,150,150,C2_42_H_N,high,returns and refunds,My friend had bought the same product and had already asked me which process I had used.,,,,
,,non-ironic,,procedural,I,past simple,The refund was processed the same day and back in my account by the following morning.,,That refund came through without any hassle.,,,156,163,151,151,152,152,C2_42_L_N,low,returns and refunds,I mentioned it to someone I had just met who had no knowledge of the purchase or the dispute.,,,,
,,ironic,,procedural,they,past simple,The trainer read from a printout for three hours and covered nothing they did not already know.,,That was well worth attending.,,,151,158,146,146,147,147,C2_43_H_I,high,work training session,Their colleague had sat through the same session and already shared the same opinion.,,,,
,,ironic,,procedural,they,past simple,The trainer read from a printout for three hours and covered nothing they did not already know.,,That was well worth attending.,,,155,161,150,150,151,151,C2_43_L_I,low,work training session,They described it to a friend in a different field who had no idea what the training covered.,,,,
,,non-ironic,,procedural,they,past simple,The session was packed with new techniques and they applied three of them the next morning.,,That was well worth attending.,,,151,158,146,146,147,147,C2_43_H_N,high,work training session,Their colleague had been in the same room and had already started applying the same techniques.,,,,
,,non-ironic,,procedural,they,past simple,The session was packed with new techniques and they applied three of them the next morning.,,That was well worth attending.,,,153,159,148,148,149,149,C2_43_L_N,low,work training session,They described it to a friend in a different field who had no idea what the training covered.,,,,
